Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
thsyuwshakjnd666iajnxx666.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
hairdame.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
sriutamahub.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
caixa.gov.informativo.cx,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
icicibank.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
beta.kenaidanceta.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
coconnext.com,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0
web1577.webbox444.server-home.org,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
manuelaserrano.es,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0
vadodaramarathon.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
bcpzonasegurabeta.viabcp.com.firstpage.technology,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
prakasaws.com,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1
perezhilton.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
kienthuc.net.vn,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
banti-rose.com,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1
weboutlookstorageaccess.activehosted.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
planwise.co.za,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
foxlap.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
laibia.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
acoustic-veil-digit.glitch.me,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
adplife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
cmphotos.es,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
wishnquotes.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
ahsanfeeds.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
bodybytoddondemand.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
medicineone.co.ao,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0
impsa.com.mx,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,1,1,0,0,1,0
otomoto.pl,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
aibat.ru,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
alminarensemble.cl,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
axersrl.it,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
arcromdiamonds.ro,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
faithtap.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
bebegimlebuyuyorum.blog,0,0,1,5,0,0,0,0,1,0,1,1,1,0,1,0
globalnetinternet.com,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0
sdsd.carlowc.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
grandbuilders.co.in,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
comvoececontastone20.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
popaddress.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
mega-comprapremiada.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0
starliker.net,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kisa.link,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
office-home.ml,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
mixql.io,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0
bookitbaby.net,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
mail.stichtingarkadamethode.nl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
villasakuraubud.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
arenda167016.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
google.com,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1
s.id,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
economyfurnace-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
motherless.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
81cbd50754804973894115930bc620f5.testing-url.ws,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0
castelooleos.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
dronasankalp.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
css-tricks.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0
alohatube.com,0,0,1,2,1,0,0,0,0,1,1,1,0,0,1,0
boa-cgi.com,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0
pantorouter.ir,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0
web-campaign.healthlion.in,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0
pixel.baltic-dragon.ru,0,1,1,4,0,0,0,1,0,1,0,1,0,0,1,0
khaskhaskhabrein.com,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0
pompanogroup.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
eltaninservicespteltd.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
somerincare.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
drive.google.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
bgr.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
mobrandsglobal.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0
ricecretin.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1
locksmail.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
likss-updat-schb.demopage.co,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
spardhacareers.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0
nortiainteriors.com.au,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
enigreen.net,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
jessenewhart.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0
email302.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,1
chiatena.zxy.me,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
ginseystore.vlmclient.com,0,0,1,8,0,0,1,0,1,1,1,1,0,0,1,0
dropshippingmart.com,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0
aberturasagma.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
tuscaloosanephrology.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
graphicriver.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
beerfactoristanbul.com.tr,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0
ilfrancesecolsorriso.com,0,0,1,3,0,0,0,0,0,1,0,0,1,0,1,0
update.troyvanspanje.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
redeabreu.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
pmm.ac.in,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
nhs.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
moatia.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
k12inc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0
tam-multiplosresgate.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
variety.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0
venturebeat.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0
elongivesbtc.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
berliner-sparkasse.de.es-public.com,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0
ziboleq.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
grupdewasa18.whatsappp.my.id,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
greenworldlogistics.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
maersklinesllc.dx.am,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
dzd.rksmb.org,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
support.zuzugroup.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
visitor.constantcontact.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
cew.safewallet.replayattack.us,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
emailmarketing.locaweb.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
planwise.co.za,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0
arrowcase.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
pakariklan.com,0,1,1,10,0,0,0,0,0,0,0,1,0,0,1,0
lynkos.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
web-psd2-group.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
eceadae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
fsjames.ca,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
klavze28.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
lindadiasdasmae.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
ffinam.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
itaucard.segmobionline.ml,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
allegro.pl,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
adminattserver.typeform.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
ch.prunauneau.fr,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
lastpass.com,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0
mediolanum-web.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
paypal-rimborso.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
samcool.org,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
a0433638.xsph.ru,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0
concluir-cadastro-rh2019.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
firesidelodge.net,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0
cybergata.com,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0
otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
secure.runescape.rs-d.xyz,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
labanuepostale.yj.fr,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
nikki.center,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
sourceforge.net,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0
rajwebtechnology.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
grindtimegym.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
lucidfestival.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0
picpusdan3.free.fr,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
center302.team,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
s.id,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
doodle.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
comdi3horas.joomla.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1
qrxhskj.cluster028.hosting.ovh.net,0,0,1,13,0,0,0,0,0,1,0,0,0,0,1,0
halestelevision.co.uk,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
graphicriver.net,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
c1770209.ferozo.com,0,0,1,5,0,0,0,0,0,1,0,0,1,1,1,1
mehreganprint.ir,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1
innexinc.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0
flavena.co.rs,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
onroads.co.in,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
steamhoe.cf,0,0,1,2,1,0,0,0,0,1,1,1,1,0,1,0
rustyroll.net,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
facebook.com.twostartraders.com.np,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
kickass.to,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
davinci-studia.ru,0,1,1,4,0,0,0,1,0,1,0,1,0,0,1,0
destaque40tena.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
fanpage.gr,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
url5928.marsello.io,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
alternanetworks-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
katsura-kids.com,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0
enex-ref.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0
kjjllgf.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
chillzone.nick.de,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0
cns-international2.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0
azrecpsrt.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
cox.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
sum.vn,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0
buyerdriver.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
villasakuraubud.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
ml09903.xyz,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
electricitypak.com,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0
paypal.com.secure.information.vineyardadvice.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
worldyouthsummit.org,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
23.98.216.241,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
bbsignage.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
taalim.ma,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
etecindsvc.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
beetleart.com.tr,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0
distinctfreight.co.zw,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0
sanlikala.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
olx.ua,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1
passiontoprofitclients.com,0,0,1,8,0,0,0,0,0,1,1,1,1,0,1,0
stmargsbarking-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
123456bet.com,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0
slashdot.org,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
tortik.spb.ru,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
kingerhelpservice.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
prosindperu.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
spatialsys.com.ru,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
abdulrdawood.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
turkuazkirtasiye.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
bigcinema.tv,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
betasusgiir.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
nectarworks.co,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
storage.googleapis.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
wvk12-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
grupomg.com.ar,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
challengedcreditautos.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
tvmagazineluiza.dnsup.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
153284594738391.statictab.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
diablodev.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
inbuxr.net,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
sonicaled.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
dantri.com.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
distractify.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1
kakaku.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0
attnetcommonloginigate_edamcon1.godaddysites.com,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
dunggiodrilling.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0
chego-unicopicpayonone.com,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0
bigfatdevelopment.com,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0
ot-ot.snprobbx.pbz.r.de.a2ip.ru,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
wsemprecomvocescommais.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
wdestaques11.em-qualquer-lugar.shop,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1
chiatena.zxy.me,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
frigerio-corazza.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0
verified-paxful.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
apple.com.support-help.live,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
psicoinspire.com.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
bruninglandscapeltd.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
community-ebay-de-diskussionsforen-6ws.html-5.me,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
lordkrishnaschool.co.in,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
vostbaddleschoi1973.blogspot.gr,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
facebook--videos-----app-----today.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1
pennysolvers.co.uk,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
chase-authoririze.serveusers.com,0,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1
atendimento.rnp.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
puntaarenas.cl,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
vipoutdoorsportsjapmarket.club,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
wetransfer-docushare1.ml,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
sanromedio.org,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,0
peruradiodigital.com,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
apple.com.id-apple.co,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
inversionesgini.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
lantikiradar.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
skins-zone.gq,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
rangkapselari.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
queenofsabaofficial.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
secure.runescape.com-su.xyz,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
presentedodiadasmaeseaqui.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
aldershvile.no,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
ummamiexpress.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
exodus.io123782.ml,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
seireshd.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kgyfjkis.lit-cious.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
rollarcecilee.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
therockacc.org,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
pocked-capital.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
acesso-portal.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
whatsapps-invites.zzux.com,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
fresleitlie.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
appleid.apple.com-app.es,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
espn.go.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
electroopticalcomp.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0
pcxful.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
sublimet.com,0,0,1,10,0,0,1,0,0,0,0,0,0,0,1,0
posterwalker.com.sg,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
nymag.com,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,1
de-solutions.info,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
gcspolk.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
immbanjarbaru.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0
proteccionadministrada.com.mx,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
royalwindsorpub.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
emotivaodontologia.com.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
goeft.co.za,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0
wdestaques14.otimosnegociosparavoce.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
art-sticker.fr,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0
gold-mail.ru,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
veeprhopharma.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
thechive.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
alibaba.com.spatialsys.com.ru,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
n4r7u.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
psf.my,0,0,1,6,0,0,0,0,1,1,1,1,1,0,1,0
seekthemes.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
tmjdiscountbooks.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
sberbank.ru,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0
zeimbresyxtmupgrdx40rew.jdevcloud.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
ukbusinessdaily.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
mylovejar.com,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,0
duluthwaterproofingmoldremoval.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
mkbixhnvc.dermals.org,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
oneplus.net,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0
experiencebrettjackson.dreamhosters.com,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0
fast-pay.co,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
odishainfo.in,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
fazenda.gov.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
caixa.gov.br,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,1
xn--hravfall-9za.com,0,0,1,2,0,0,0,1,0,1,1,0,0,0,1,0
funeo.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
kurortnoye.com.ua,0,1,1,3,0,0,1,0,0,0,1,1,1,0,1,0
venturegroupit.com,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0
manidhara.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0
spatialsys.com.ru,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
halestelevision.co.uk,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
suraseyidova.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
mayamimar.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
rxcmpd.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
message-moncompte-labonquepostale-fr.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1
videosfacebook.today,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
sonofabridge.com.net2care.com,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0
verificacaoitau.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
haileydemarrephotography.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
iac.org.in,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
yamionmsuz.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0
nabacc.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
bluereparation.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
firmadigitalgocrd.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
peri.mixh.jp,0,1,1,4,1,0,0,0,0,1,1,1,0,0,1,0
ifttt.com,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1
wholesalemsms.club,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
bajer.info.pl,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0
heartstrongyoga.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
budgetbots.com,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0
otomoto.pl,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,1
augusthus.com.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
